순위,도서ID,도서명,저자,출판사,출간일,판매가(원),정가(원),할인율(%),평점,리뷰수,판매지수,상세페이지링크,내용
320,116208304,마인크래프트 레드스톤 핸드북,Mojang Studio 저/이주안 역,영진닷컴,2022년 12월,"10,800","12,000",10.0,9.7,6,"1,410",https://www.yes24.com/product/goods/116208304,
321,113791780,코딩 자율학습 나도코딩의 C 언어 입문,나도코딩 저,길벗,2022년 10월,"23,400","26,000",10.0,9.9,120,"3,414",https://www.yes24.com/product/goods/113791780,
322,112630905,The art of game design (한국어판),"윤형섭, 한호성 저",홍릉과학출판사,2022년 09월,"37,050","39,000",5.0,,0,"1,302",https://www.yes24.com/product/goods/112630905,
323,109651824,훅: 일상을 사로잡는 제품의 비밀,니르 이얄 저/조자현 역,유엑스리뷰,2022년 05월,"20,700","23,000",10.0,9.8,31,"2,148",https://www.yes24.com/product/goods/109651824,
324,108748709,코딩 자율학습 HTML + CSS + 자바스크립트,김기수 저,길벗,2022년 04월,"24,300","27,000",10.0,9.8,196,"5,616",https://www.yes24.com/product/goods/108748709,
325,102101600,된다! 사각사각 아이패드 드로잉 with 프로크리에이트,"레이나, 임예진, 캘리스마인드 저",이지스퍼블리싱,2021년 06월,"21,600","24,000",10.0,9.7,39,336,https://www.yes24.com/product/goods/102101600,
326,99942893,데이터 과학을 위한 통계,"피터 브루스, 앤드루 브루스, 피터 게데크 저/이준용 역",한빛미디어,2021년 05월,"30,600","34,000",10.0,9.5,19,"1,122",https://www.yes24.com/product/goods/99942893,
327,97316714,유니티를 몰라도 만들 수 있는 유니티 2D 게임 제작,"모리 요시나오 저/김은철, 유세라 역",영진닷컴,2021년 02월,"19,800","22,000",10.0,8.0,3,"1,428",https://www.yes24.com/product/goods/97316714,
328,96375165,수학대백과사전,구라모토 다카후미 저/린커넥터 역,동양북스(동양books),2020년 12월,"16,200","18,000",10.0,9.3,30,"1,497",https://www.yes24.com/product/goods/96375165,
329,92364669,카카오톡 이모티콘 만들기,소콘소콘 김소희 저,길벗,2020년 09월,"14,400","16,000",10.0,9.9,59,"1,026",https://www.yes24.com/product/goods/92364669,
330,91071614,한컴오피스 2020 한글+한셀+한쇼+한워드,"㈜한글과컴퓨터, 허미현, 부성순 저",영진닷컴,2020년 07월,"17,100","19,000",10.0,10.0,13,"2,568",https://www.yes24.com/product/goods/91071614,
331,90611902,STM32CubeIDE를 이용한 STM32 따라하기,"김남수, 이진형 저",북랩,2020년 06월,"19,800","22,000",10.0,7.5,4,570,https://www.yes24.com/product/goods/90611902,
332,89308097,최강 브롤러 전략 가이드북,제이슨 리치 저,서울문화사,2020년 02월,"14,220","15,800",10.0,9.3,38,"1,092",https://www.yes24.com/product/goods/89308097,
333,88244509,그림으로 배우는 네트워크 원리,Gene 저/김성훈 역,영진닷컴,2020년 02월,"14,400","16,000",10.0,9.2,17,858,https://www.yes24.com/product/goods/88244509,
334,76182394,된다! 7일 실무 엑셀,한정희 저,이지스퍼블리싱,2019년 07월,"18,000","20,000",10.0,9.8,100,"3,582",https://www.yes24.com/product/goods/76182394,
335,72227684,모두의 데이터 분석 with 파이썬,"송석리, 이현아 저",길벗,2019년 04월,"16,200","18,000",10.0,9.4,34,"3,180",https://www.yes24.com/product/goods/72227684,
336,11681152,Clean Code 클린 코드,"로버트 C. 마틴 저/박재호, 이해영 역",인사이트(insight),2013년 12월,"29,700","33,000",10.0,9.5,101,"4,617",https://www.yes24.com/product/goods/11681152,
337,7921251,린 스타트업,"에릭 리스 저 / 이창수, 송우일 공역",인사이트(insight),2012년 11월,"16,200","18,000",10.0,6.4,28,"6,186",https://www.yes24.com/product/goods/7921251,
338,193465618,머신러닝 플랫폼 엔지니어링,"벤저민 탄 웨이 하오, 샤눕 파드마나반, 바룬 말랴 저/허정준 역",책만,2026년 07월,"31,500","35,000",10.0,,0,180,https://www.yes24.com/product/goods/193465618,
339,192090241,"디자인, 이렇게 하면 되나요? (최신 개정판)",오자와 하야토 저/구수영 역,제이펍,2026년 06월,"19,620","21,800",10.0,10.0,5,288,https://www.yes24.com/product/goods/192090241,
340,191890082,오렌지3 with 파이썬,"김현철, 김종혜, 박종화, 임진숙 저",생능북스,2026년 06월,"28,800","32,000",10.0,9.7,6,"1,191",https://www.yes24.com/product/goods/191890082,
341,191817076,AI기본법이 뭐길래,"노신정, 마작가 저",페스트북,2026년 06월,"15,300","17,000",10.0,,0,"1,419",https://www.yes24.com/product/goods/191817076,
342,191208982,파이썬의 도구들,정국진 저,영진닷컴,2026년 06월,"21,600","24,000",10.0,9.7,13,582,https://www.yes24.com/product/goods/191208982,
343,191018764,AI 생존 지도,이석현 저,여림재,2026년 06월,"18,000","20,000",10.0,10.0,8,"3,003",https://www.yes24.com/product/goods/191018764,
344,190278636,AI 에이전트 개발과 운영 올인원 가이드,"온다 미노루, 오쓰보 유, 쓰카다 마사키 저/두발타고 역",제이펍,2026년 06월,"29,700","33,000",10.0,10.0,1,258,https://www.yes24.com/product/goods/190278636,
345,190272030,처음 시작하는 바이브 코딩,"사카이 마리코, KEITO 저/고범석, 이한나 역",영진닷컴,2026년 06월,"18,000","20,000",10.0,9.8,29,660,https://www.yes24.com/product/goods/190272030,
346,190250717,Node.js + NestJS 교과서,조현영 저,길벗,2026년 05월,"36,000","40,000",10.0,9.7,7,762,https://www.yes24.com/product/goods/190250717,
347,189857110,취미가 돈이 되는 인스타툰,이건용 저,시프트,2026년 06월,"19,800","22,000",10.0,10.0,8,"1,734",https://www.yes24.com/product/goods/189857110,
348,186921504,AI 에이전트 개발 완벽 입문,"에디 유, 김대규, 조경아, 김현지 저",위키북스,2026년 04월,"37,800","42,000",10.0,9.4,23,"3,255",https://www.yes24.com/product/goods/186921504,
349,145343581,네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make,조영빈 저,디지털북스,2025년 04월,"18,000","20,000",10.0,9.5,12,"3,240",https://www.yes24.com/product/goods/145343581,
350,128724816,나의 첫 노션 Notion 마스터북,이유미 저,비즈니스북스,2024년 07월,"17,550","19,500",10.0,9.7,54,"1,440",https://www.yes24.com/product/goods/128724816,
351,96234546,혼자 공부하는 자바스크립트,윤인성 저,한빛미디어,2021년 01월,"21,600","24,000",10.0,9.6,38,"1,092",https://www.yes24.com/product/goods/96234546,
352,193448335,AI 창업 퍼실리테이터,"박상혁, 이명관 저",커뮤니케이션북스,2026년 07월,"12,000","12,000",,,0,180,https://www.yes24.com/product/goods/193448335,
353,193406835,SAP ABAP 이야기 1 - Home 서버 설치 및 ABAP 입문,김병순 저,BOOKK(부크크),2026년 07월,"28,000","28,000",,,0,120,https://www.yes24.com/product/goods/193406835,
354,193188006,무조건 승인되는 이모티콘 & 굿즈 만들기,백지수 저,시대인,2026년 07월,"16,200","18,000",10.0,,0,120,https://www.yes24.com/product/goods/193188006,
355,193184516,이공계생을 위한 파이썬 필수예제 3,윤성호 저,지오북스,2026년 09월,"29,000","29,000",,,0,120,https://www.yes24.com/product/goods/193184516,
356,193181823,컴퓨터 왕기초(윈도우 11&인터넷(엣지)&한글 2022&엑셀 2021&파워포인트 2021),OPIG 교재편찬팀 저,시대인,2026년 07월,"13,500","15,000",10.0,,0,180,https://www.yes24.com/product/goods/193181823,
357,193181272,고등학생을 위한 실습으로 배우는 데이터 과학,"윤태현, 나소영 저",삼양미디어,2026년 07월,"22,500","25,000",10.0,10.0,1,480,https://www.yes24.com/product/goods/193181272,
358,193072395,Physical AI 지능제어 입문,박연묵 저,교우,2026년 07월,"20,000","20,000",,,0,162,https://www.yes24.com/product/goods/193072395,
359,193061800,생성형 AI와 메타버스 그리고 지식재산권,송은지 저,커뮤니케이션북스,2026년 07월,"12,000","12,000",,10.0,1,162,https://www.yes24.com/product/goods/193061800,
360,192676816,처음이야? 파이썬 데이터 모델링&머신러닝,"윤영빈, 오환, 이용희 저",영진닷컴,2026년 07월,"22,500","25,000",10.0,,0,372,https://www.yes24.com/product/goods/192676816,
361,192564687,테디노트의 LangGraph 에이전트 비법노트,"이경록, 김태한, 임한택, 최재훈, 강민석 저 외 1명 정보 더 보기/감추기 이경록 김태한 임한택 최재훈 강민석 김성연",리코멘드,2026년 07월,"30,600","34,000",10.0,,0,666,https://www.yes24.com/product/goods/192564687,
362,192555244,실전 코딩 테스트 가이드,"이상도, 쩜튜브 저/김민상 감수",영진닷컴,2026년 06월,"25,200","28,000",10.0,,0,267,https://www.yes24.com/product/goods/192555244,
363,192498898,생성형 AI와 틴커캐드로 완성하는 아두이노 발명 프로젝트,이은상 저,BOOKK(부크크),2026년 06월,"19,700","19,700",,,0,162,https://www.yes24.com/product/goods/192498898,
364,192090524,현직 개발자가 알려주는 Claude Code - 초 보 에 서 전 문 가 되기,일락 저,BOOKK(부크크),2026년 06월,"44,100","44,100",,,0,162,https://www.yes24.com/product/goods/192090524,
365,191533966,블렌더 3D 아트워크 완성 클래스,장승필 저,영진닷컴,2026년 06월,"25,200","28,000",10.0,9.7,14,636,https://www.yes24.com/product/goods/191533966,
366,191477503,평범한 일상을 특별하게 남기는 스마트폰 사진 & 보정,최은영 저,시대인,2026년 06월,"18,000","20,000",10.0,10.0,9,540,https://www.yes24.com/product/goods/191477503,
367,191005623,에이전틱 AI와 바이브 코딩 AI 개발의 정석 with 언리얼,"이영호, 이영훈, 탁광욱, 김현진, 나유선 저 외 2명 정보 더 보기/감추기 이영호 이영훈 탁광욱 김현진 나유선 박현상 배주백",성안당,2026년 06월,"39,900","42,000",5.0,9.0,2,408,https://www.yes24.com/product/goods/191005623,
368,190997764,AI 3D 모델링,양영민 저,비엘북스,2026년 06월,"22,500","25,000",10.0,,0,"1,212",https://www.yes24.com/product/goods/190997764,
369,190823476,퇴근을 앞당기는 AI 업무 활용 루틴,오언주 저,시대인,2026년 06월,"17,100","19,000",10.0,10.0,10,"1,239",https://www.yes24.com/product/goods/190823476,
370,190440092,베테랑 AI 전문교사가 만든 가장 쉬운 패들렛 활용! Padlet(패들렛)으로 무엇이든 만들 수 있다 (교사를 위한 패들렛 수업 활용),"봉우리, 윤상준, 이호준, 황호연 저",광문각출판미디어,2026년 05월,"17,000","17,000",,10.0,24,"1,194",https://www.yes24.com/product/goods/190440092,
371,190213378,한 권으로 끝내는 AI 자동화,"최재용, 이요셉, 이신우, 최금선, 박경희 저 외 5명 정보 더 보기/감추기 최재용 이요셉 이신우 최금선 박경희 유미경 한주은 오영주 정은진 김진수",두온교육(주),2026년 05월,"19,800","22,000",10.0,10.0,5,516,https://www.yes24.com/product/goods/190213378,
372,190211456,기업 AI자동화를 위한 클로드 AI활용,"최재용, 박경희, 신진주, 임기정 저/권혁용 공저 외 3명 정보 더 보기/감추기 최재용 박경희 신진주 임기정 권혁용 김진수 최동진 김진선",미디어북,2026년 05월,"20,000","20,000",,,0,450,https://www.yes24.com/product/goods/190211456,
373,189753516,LLMOps 완벽 가이드,"아비 아리안 저/박조은, 박주환 역",한빛미디어,2026년 05월,"28,800","32,000",10.0,8.4,5,984,https://www.yes24.com/product/goods/189753516,
374,189663337,바이브코딩으로 진짜 웹 서비스 하나를 끝까지 만든다!,"이상용, 정동진 저",앤써북,2026년 05월,"16,920","18,800",10.0,,0,552,https://www.yes24.com/product/goods/189663337,
375,189477317,오픈클로,오창근 저,생능북스,2026년 05월,"19,800","22,000",10.0,9.9,14,804,https://www.yes24.com/product/goods/189477317,
376,189379748,"함수형 설계, 객체 지향과 만나다",로버트 C. 마틴 저/장연호 역,인사이트(insight),2026년 05월,"29,700","33,000",10.0,,0,702,https://www.yes24.com/product/goods/189379748,
377,189360735,"3주 완성 초등 AI 웹툰 With 투닝, 망고툰",한송이 글,서사원주니어,2026년 05월,"18,000","20,000",10.0,10.0,40,"1,398",https://www.yes24.com/product/goods/189360735,
378,189257260,모던 데이터 아키텍처 설계와 구현,"피트하인 스트렝홀트 저/김영기, 김현진 역",책만,2026년 05월,"29,700","33,000",10.0,10.0,1,"1,158",https://www.yes24.com/product/goods/189257260,
379,189188156,Do it! 바이브 코딩 + 안티그래비티,조준수 저,이지스퍼블리싱,2026년 05월,"21,600","24,000",10.0,9.9,16,"1,464",https://www.yes24.com/product/goods/189188156,
380,188859267,맛있는 디자인 애프터 이펙트 CC 2026,이수정 저,한빛미디어,2026년 04월,"24,300","27,000",10.0,9.8,26,522,https://www.yes24.com/product/goods/188859267,
381,188838987,"베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)","이현, 이민정, 이승현, 이나윤, 김성희 저",광문각출판미디어,2026년 04월,"19,000","19,000",,9.9,49,"1,044",https://www.yes24.com/product/goods/188838987,
382,188823173,요즘 예체능 수업을 위한 에듀테크 활용법 223제,박래혁 저,앤써북,2026년 05월,"20,970","23,300",10.0,10.0,29,"1,158",https://www.yes24.com/product/goods/188823173,
383,187043716,몰입을 설계하는 게임 기획,쉬웨이훙 저/권유라 역,제이펍,2026년 04월,"25,200","28,000",10.0,,0,876,https://www.yes24.com/product/goods/187043716,
384,186936350,요즘 교실 혁신의 공식 AI·에듀테크 활용법 with 2022 개정 교육과정,진제헌 저,앤써북,2026년 05월,"20,970","23,300",10.0,10.0,6,"1,458",https://www.yes24.com/product/goods/186936350,
385,186675889,구글 AI 제미나이(Gemini) 200% 활용법,정의 저,BOOKK(부크크),2026년 04월,"8,800","8,800",,,0,228,https://www.yes24.com/product/goods/186675889,
386,186524948,그림으로 이해하는 AWS 구조와 기술,오가사와라 시게타카 저/박광수 역,길벗,2026년 04월,"23,400","26,000",10.0,9.2,44,"1,206",https://www.yes24.com/product/goods/186524948,
387,185717805,F1 용어집 1211,윤재수 저,골든래빗,2026년 04월,"60,000","60,000",,10.0,2,516,https://www.yes24.com/product/goods/185717805,
388,184402508,AI 프로덕트는 어떻게 만들어지는가,"류인태, 김예림, 임나정 저",한빛미디어,2026년 04월,"22,500","25,000",10.0,8.9,9,"1,092",https://www.yes24.com/product/goods/184402508,
389,184283938,젠스파크 Genspark AI 콘텐츠 공장,조영빈 저,디지털북스,2026년 04월,"18,000","20,000",10.0,8.0,2,618,https://www.yes24.com/product/goods/184283938,
390,183756523,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,조대수 저,재노북스,2026년 03월,"25,200","28,000",10.0,10.0,1,"2,490",https://www.yes24.com/product/goods/183756523,
391,183651449,"어쨌든, 에이전틱 코딩",코다프레스 저/양희은 역,인사이트(insight),2026년 04월,"22,500","25,000",10.0,8.0,2,"1,758",https://www.yes24.com/product/goods/183651449,
392,183640934,스프링 AI 인 액션,"크레이그 월즈 저/류광, 307번역랩 역",위키북스,2026년 04월,"28,800","32,000",10.0,,0,594,https://www.yes24.com/product/goods/183640934,
393,182750165,이것이 리눅스다 with Rocky Linux 10,우재남 저,한빛미디어,2026년 03월,"36,000","40,000",10.0,9.8,12,"1,326",https://www.yes24.com/product/goods/182750165,
394,182625671,Logic Pro 로직 프로 12,최이진 저,노하우(도서출판),2026년 04월,"29,700","33,000",10.0,,0,702,https://www.yes24.com/product/goods/182625671,
395,182526149,학업과 취업을 위한 제미나이 노트북LM으로 무엇이든 만들 수 있다,"전다희, 황우현 저",광문각출판미디어,2026년 02월,"22,000","22,000",,9.6,15,630,https://www.yes24.com/product/goods/182526149,
396,182116268,제미나이로 구글·이미지·영상·자동화 진짜 잘함,이호정 저,리코멘드,2026년 03월,"16,920","18,800",10.0,10.0,21,"1,626",https://www.yes24.com/product/goods/182116268,
397,180515096,SQL TUNER for PostgreSQL,유일환 저,디비안(DBian),2026년 03월,"39,000","39,000",,,0,834,https://www.yes24.com/product/goods/180515096,
